时间,力值 1#,力值 2#,力值 3#,合力
'2025-08-11 20:10:29.160,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.167,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.173,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.180,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.186,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.193,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.199,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.206,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.213,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.220,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.226,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.233,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.239,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.246,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.252,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.258,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.265,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.271,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.278,0.02,0,-0.14,0.141421356
'2025-08-11 20:10:29.285,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.292,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.299,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.306,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.312,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.318,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.324,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.331,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.338,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.344,0.01,0,-0.14,0.140356688
'2025-08-11 20:10:29.351,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.357,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.363,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.369,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.376,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.383,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.389,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.396,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.403,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.409,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.416,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.422,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.429,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.435,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.442,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.448,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.455,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.461,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.468,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.475,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.481,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.488,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.494,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.501,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.508,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.514,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.520,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.527,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.533,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.540,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.547,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.553,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.559,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.565,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.573,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.579,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.585,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.592,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.598,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.605,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.612,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.618,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.624,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.631,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.638,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.644,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.652,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.660,0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:29.666,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.672,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.679,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.686,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.693,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.699,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.706,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.712,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.719,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.726,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.732,0,0.01,-0.14,0.140356688
'2025-08-11 20:10:29.739,0,0,-0.14,0.14
'2025-08-11 20:10:29.745,0,0,-0.14,0.14
'2025-08-11 20:10:29.752,0,0,-0.14,0.14
'2025-08-11 20:10:29.758,0,0,-0.14,0.14
'2025-08-11 20:10:29.764,0,0,-0.14,0.14
'2025-08-11 20:10:29.771,0,0,-0.14,0.14
'2025-08-11 20:10:29.778,0,0,-0.14,0.14
'2025-08-11 20:10:29.784,0,0,-0.14,0.14
'2025-08-11 20:10:29.791,0,0,-0.14,0.14
'2025-08-11 20:10:29.797,0,0,-0.14,0.14
'2025-08-11 20:10:29.806,0,0,-0.14,0.14
'2025-08-11 20:10:29.813,0,0,-0.14,0.14
'2025-08-11 20:10:29.819,0,0,-0.14,0.14
'2025-08-11 20:10:29.826,0,0,-0.14,0.14
'2025-08-11 20:10:29.836,0,0,-0.14,0.14
'2025-08-11 20:10:29.842,0,0,-0.14,0.14
'2025-08-11 20:10:29.850,0,0,-0.14,0.14
'2025-08-11 20:10:29.857,0,0,-0.14,0.14
'2025-08-11 20:10:29.864,0,0,-0.14,0.14
'2025-08-11 20:10:29.870,0,0,-0.14,0.14
'2025-08-11 20:10:29.877,0,0,-0.14,0.14
'2025-08-11 20:10:29.883,0,0,-0.14,0.14
'2025-08-11 20:10:29.890,0,0,-0.14,0.14
'2025-08-11 20:10:29.897,0,0,-0.14,0.14
'2025-08-11 20:10:29.903,0,0,-0.14,0.14
'2025-08-11 20:10:29.909,0,0,-0.14,0.14
'2025-08-11 20:10:29.916,0,0,-0.14,0.14
'2025-08-11 20:10:29.922,0,0,-0.14,0.14
'2025-08-11 20:10:29.928,0,0,-0.14,0.14
'2025-08-11 20:10:29.935,0,0,-0.14,0.14
'2025-08-11 20:10:29.941,0,0,-0.14,0.14
'2025-08-11 20:10:29.947,0,0,-0.14,0.14
'2025-08-11 20:10:29.954,0,0,-0.14,0.14
'2025-08-11 20:10:29.960,0,0,-0.14,0.14
'2025-08-11 20:10:29.966,0,0,-0.14,0.14
'2025-08-11 20:10:29.973,0,0,-0.14,0.14
'2025-08-11 20:10:29.979,0,0,-0.14,0.14
'2025-08-11 20:10:29.987,0,0,-0.14,0.14
'2025-08-11 20:10:29.993,0,0,-0.13,0.13
'2025-08-11 20:10:30.000,0,0,-0.13,0.13
'2025-08-11 20:10:30.006,0,0,-0.13,0.13
'2025-08-11 20:10:30.013,0,0,-0.13,0.13
'2025-08-11 20:10:30.019,0,0,-0.13,0.13
'2025-08-11 20:10:30.025,0,0,-0.14,0.14
'2025-08-11 20:10:30.032,0,0,-0.14,0.14
'2025-08-11 20:10:30.039,0,0,-0.14,0.14
'2025-08-11 20:10:30.045,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.052,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.059,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.066,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.072,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.079,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.085,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.091,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.098,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.105,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.111,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.117,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.124,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.130,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.137,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.143,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.150,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.157,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.163,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.169,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.176,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.182,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.188,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.196,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.203,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.209,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.216,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.222,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.229,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.235,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.243,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.249,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.255,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.262,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.268,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.275,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.282,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.288,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.295,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.301,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.308,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.315,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.321,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.327,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.334,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.342,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.349,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.355,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.362,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.369,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.376,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.383,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.390,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.397,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.403,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.410,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.416,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.422,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.429,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.436,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.443,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.450,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.456,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.463,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.470,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.476,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.483,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.490,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.496,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.502,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.509,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.516,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.522,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.529,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.536,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.542,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.549,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.555,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.561,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.567,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.573,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.580,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.586,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.592,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.599,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.606,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.613,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.619,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.626,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.632,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.638,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.645,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.651,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.659,0.01,-0.01,-0.13,0.130766968
'2025-08-11 20:10:30.665,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.670,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.677,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.683,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.693,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.700,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.706,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.713,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.719,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.726,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.732,0,-0.01,-0.13,0.130384048
'2025-08-11 20:10:30.739,0,0,-0.13,0.13
'2025-08-11 20:10:30.745,0,0,-0.13,0.13
'2025-08-11 20:10:30.752,0,0,-0.13,0.13
'2025-08-11 20:10:30.759,0,0,-0.13,0.13
'2025-08-11 20:10:30.766,0,0,-0.13,0.13
'2025-08-11 20:10:30.772,0,0,-0.13,0.13
'2025-08-11 20:10:30.779,0,0,-0.13,0.13
'2025-08-11 20:10:30.785,0,0,-0.13,0.13
'2025-08-11 20:10:30.793,0,0,-0.13,0.13
'2025-08-11 20:10:30.800,0,0,-0.13,0.13
'2025-08-11 20:10:30.806,0,0,-0.13,0.13
'2025-08-11 20:10:30.812,0,0,-0.13,0.13
'2025-08-11 20:10:30.819,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.827,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.835,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.842,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.849,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.856,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.862,-0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:30.870,-0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:30.876,-0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:30.882,-0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:30.888,-0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:30.895,-0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:30.902,-0.01,0.01,-0.14,0.140712473
'2025-08-11 20:10:30.909,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.916,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.922,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.929,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.935,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.941,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.948,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.954,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.960,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.967,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.973,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.980,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.986,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.993,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:30.999,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.005,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.012,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.018,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.025,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.031,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.037,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.043,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.050,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.056,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.063,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.069,-0.01,0,-0.14,0.140356688
'2025-08-11 20:10:31.076,-0.01,0,-0.15,0.150332964
'2025-08-11 20:10:31.083,-0.01,0,-0.16,0.160312195
'2025-08-11 20:10:31.089,-0.01,0,-0.18,0.180277564
'2025-08-11 20:10:31.096,-0.01,0,-0.22,0.220227155
'2025-08-11 20:10:31.103,-0.01,0,-0.3,0.30016662
'2025-08-11 20:10:31.109,-0.01,0,-0.32,0.320156212
'2025-08-11 20:10:31.116,-0.01,0,-0.34,0.340147027
'2025-08-11 20:10:31.122,-0.01,0,-0.35,0.350142828
'2025-08-11 20:10:31.128,-0.01,0,-0.36,0.360138862
'2025-08-11 20:10:31.135,-0.01,0,-0.36,0.360138862
'2025-08-11 20:10:31.142,0,0,-0.37,0.37
'2025-08-11 20:10:31.149,0,0,-0.39,0.39
'2025-08-11 20:10:31.158,0,0,-0.4,0.4
'2025-08-11 20:10:31.164,0,0,-0.4,0.4
'2025-08-11 20:10:31.171,0,0,-0.39,0.39
'2025-08-11 20:10:31.177,0,0,-0.39,0.39
'2025-08-11 20:10:31.184,0,0,-0.39,0.39
'2025-08-11 20:10:31.193,0,0,-0.39,0.39
'2025-08-11 20:10:31.200,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.207,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.216,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.226,0,0,-0.39,0.39
'2025-08-11 20:10:31.233,0,0,-0.39,0.39
'2025-08-11 20:10:31.241,0,0,-0.39,0.39
'2025-08-11 20:10:31.249,0,0,-0.39,0.39
'2025-08-11 20:10:31.259,0,0,-0.39,0.39
'2025-08-11 20:10:31.267,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.273,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.280,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.286,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.293,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.299,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.305,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.312,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.318,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.325,0,-0.01,-0.39,0.390128184
'2025-08-11 20:10:31.331,0.01,-0.01,-0.39,0.390256326
'2025-08-11 20:10:31.337,0.01,-0.01,-0.39,0.390256326
'2025-08-11 20:10:31.344,0.01,-0.01,-0.39,0.390256326
'2025-08-11 20:10:31.351,0.01,-0.01,-0.39,0.390256326
'2025-08-11 20:10:31.357,0.01,-0.01,-0.39,0.390256326
'2025-08-11 20:10:31.364,0.01,-0.01,-0.39,0.390256326
'2025-08-11 20:10:31.370,0.02,-0.01,-0.39,0.3906405
'2025-08-11 20:10:31.377,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.383,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.390,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.396,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.403,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.409,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.416,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.422,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.429,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.435,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.442,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.449,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.456,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.462,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.468,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.475,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.482,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.488,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.495,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.502,0.02,0,-0.4,0.400499688
'2025-08-11 20:10:31.508,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.515,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.522,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.528,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.535,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.541,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.548,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.554,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.562,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.569,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.575,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.582,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.589,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.595,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.601,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.608,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.614,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.620,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.627,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.633,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.640,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.647,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.653,0.03,-0.01,-0.4,0.401248053
'2025-08-11 20:10:31.660,0.02,-0.01,-0.4,0.400624512
'2025-08-11 20:10:31.667,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.673,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.680,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.686,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.693,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.699,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.706,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.712,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.719,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.725,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.732,0.01,-0.01,-0.4,0.400249922
'2025-08-11 20:10:31.738,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.744,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.751,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.758,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.764,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.770,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.777,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.783,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.790,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.796,0.01,0,-0.4,0.40012498
'2025-08-11 20:10:31.803,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.810,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.816,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.822,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.828,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.837,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.843,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.850,0.01,0,-0.39,0.390128184
'2025-08-11 20:10:31.858,0,0,-0.39,0.39
'2025-08-11 20:10:31.870,0,0,-0.39,0.39
'2025-08-11 20:10:31.876,0,0,-0.4,0.4
'2025-08-11 20:10:31.883,0,0,-0.4,0.4
'2025-08-11 20:10:31.889,0,0,-0.4,0.4
'2025-08-11 20:10:31.895,0,0,-0.4,0.4
'2025-08-11 20:10:31.902,0,0,-0.4,0.4
'2025-08-11 20:10:31.908,0,0,-0.4,0.4
'2025-08-11 20:10:31.914,0,0,-0.4,0.4
